Day in 2023,Sea Level,Water Temperature,Air Temperature,Barometric Pressure
26.75,1.103,23.1,22.2,1011.7
26.79166667,0.892,23.2,22.1,1012
26.83333333,0.726,23.2,22.5,1012.6
26.875,0.637,23.2,22.9,1012.9
26.91666667,0.639,23.2,23.7,1013.2
26.95833333,0.741,23.2,24,1013.1
27,0.906,23.4,24.6,1012.8
27.04166667,1.101,23.5,25,1012.1
27.08333333,1.254,23.6,25,1011.2
27.125,1.333,23.7,25.1,1010.8
27.16666667,1.308,23.7,25.1,1010.3
27.20833333,1.198,23.7,25.1,1009.6
27.25,1.026,24,25.2,1008.8
27.29166667,0.821,24.2,25,1008.7
27.33333333,0.636,24.2,24.9,1009.6
27.375,0.511,24.3,24.7,1010.2
27.41666667,0.482,24.4,24.6,1010.8
27.45833333,0.562,24.5,24.5,1011.2
27.5,0.732,24.2,24.4,1011.2
27.54166667,0.942,24.5,24.4,1011
27.58333333,1.156,24.4,24.3,1011
27.625,1.33,24.3,24.2,1010.6
27.66666667,1.416,24.2,24.1,1009.8
27.70833333,1.388,24.2,24,1009.8
27.75,1.264,24.2,24,1010.1
27.79166667,1.088,24.1,24,1010.6
27.83333333,0.901,24.1,23.9,1011
27.875,0.738,24.3,24.3,1011.7
27.91666667,0.635,24.2,24.2,1011.9
27.95833333,0.613,24.1,24.3,1011.8
28,0.674,24.1,24.8,1011.5
28.04166667,0.797,24.4,24.7,1011.6
28.08333333,0.928,24.3,25,1012.1
28.125,1.04,24.3,25.2,1012
28.16666667,1.1,24.3,25.2,1011.6
28.20833333,1.089,24.6,25.4,1011
28.25,1.004,24.4,24.8,1011.3
28.29166667,0.868,24.5,24.7,1011.8
28.33333333,0.712,25.1,24.7,1012.8
28.375,0.586,24.5,24.7,1012.8
28.41666667,0.511,24.3,24.5,1012.7
28.45833333,0.503,24.2,24.4,1013.3
28.5,0.598,24.2,24.4,1012.7
28.54166667,0.767,24.2,24.3,1012.1
28.58333333,0.97,24.2,25.1,1011.6
28.625,1.176,23.9,25,1010.6
28.66666667,1.347,24.4,25.5,1009.8
28.70833333,1.43,24.5,25.5,1008.8
28.75,1.42,24.5,25.5,1008.2
28.79166667,1.318,24.5,25,1008.5
28.83333333,1.165,24.4,24.6,1009
28.875,0.994,24.4,24.2,1009.3
28.91666667,0.835,24.4,23.9,1009.1
28.95833333,0.735,24.3,24.4,1008.5
29,0.7,24.2,24.7,1008.3
29.04166667,0.733,24.2,24,1008.2
29.08333333,0.824,24.1,24.3,1007.6
29.125,0.934,24.1,23.8,1007.2
29.16666667,1.041,23.8,22.4,1006.9
29.20833333,1.11,23.9,21.3,1006.2
29.25,1.129,23.6,21.4,1006.2
29.29166667,1.078,23.8,21,1006.5
29.33333333,0.995,23.8,20.7,1006.7
29.375,0.886,23.7,20.6,1007.2
29.41666667,0.788,23.7,20.6,1007.3
29.45833333,0.739,23.7,20.8,1007
29.5,0.755,23.6,21,1006.5
29.54166667,0.851,23.5,21.1,1006.2
29.58333333,1.009,23.5,21.1,1005.9
29.625,1.201,23.5,21.2,1005.4
29.66666667,1.391,23.5,20.9,1004.7
29.70833333,1.549,23.5,21,1004
29.75,1.625,23.5,21.4,1003.8
29.79166667,1.594,23.5,20.9,1004.3
29.83333333,1.491,23.5,21,1004.4
29.875,1.338,23.5,22.1,1004.8
29.91666667,1.136,23.5,22.4,1004.8
29.95833333,0.949,23.4,23.3,1004.7
30,0.804,23.4,23.1,1004.8
30.04166667,0.745,23.4,23.9,1004.3
30.08333333,0.764,23.4,23.8,1003.7
30.125,0.839,23.5,24.3,1002.9
30.16666667,0.943,23.5,24.7,1002.4
30.20833333,1.059,23.6,23.8,1002.5
30.25,1.146,23.4,23.5,1002.3
30.29166667,1.178,23.4,23.5,1002.1
30.33333333,1.146,23.5,23.5,1002.4
30.375,1.065,23.4,22.8,1002.9
30.41666667,0.959,23.4,22.3,1003.4
30.45833333,0.857,23.4,22.1,1003.8
30.5,0.792,23.4,21.9,1003.5
30.54166667,0.808,23.3,21.6,1003
30.58333333,0.908,23.3,21.4,1002.6
30.625,1.065,23.2,21.4,1002.4
30.66666667,1.265,23.4,21.4,1001.9
30.70833333,1.466,23.4,21.2,1001.5
30.75,1.623,23.4,21,1001.9
30.79166667,1.686,23.4,20.6,1002.1
30.83333333,1.651,23.1,20.8,1002.4
30.875,1.539,23,21.8,1002.7
30.91666667,1.347,23.1,23.2,1002.8
30.95833333,1.122,23.1,23.6,1002.9
31,0.917,23.3,23.9,1002.7
31.04166667,0.774,23.4,24.1,1002.4
31.08333333,0.705,23.4,24.1,1002.1
31.125,0.73,23.5,24.1,1001.5
31.16666667,0.814,23.5,24.1,1001.3
31.20833333,0.953,23.5,24.3,1001
31.25,1.099,23.6,23.9,1000.9
31.29166667,1.207,23.5,23.9,1000.7
31.33333333,1.253,23.6,23.6,1000.8
31.375,1.217,23.6,23.7,1001.5
31.41666667,1.122,23.6,23.7,1001.8
31.45833333,0.985,23.6,23.8,1002.4
31.5,0.859,23.6,23.8,1002.4
31.54166667,0.792,23.6,23.4,1002.2
31.58333333,0.813,23.6,22.7,1001.8
31.625,0.922,23.6,22.8,1001.4
31.66666667,1.114,23.6,22.6,1000.6
31.70833333,1.342,23.7,22.5,1000
31.75,1.56,23.7,22.3,999.8
31.79166667,1.717,23.9,22.1,1000
31.83333333,1.78,24,22.1,1000
31.875,1.74,23.9,23.2,1000
31.91666667,1.588,23.8,23.6,999.3
31.95833333,1.358,23.9,24,998.9
32,1.112,23.9,24.6,997.9
32.04166667,0.902,24.2,24.3,996.8
32.08333333,0.751,24.3,24.3,995.5
32.125,0.702,24.4,24.5,994.4
32.16666667,0.753,24.6,24.5,993.3
32.20833333,0.886,24.6,24.9,992.1
32.25,1.065,24.6,24.9,991.1
32.29166667,1.243,24.7,25,990.1
32.33333333,1.355,24.9,25.2,990.1
32.375,1.385,24.8,25.4,990.3
32.41666667,1.32,24.4,25.3,990.8
32.45833333,1.185,24.5,25,991
32.5,1.021,24.4,24.5,990.8
32.54166667,0.897,24.4,23.7,990.6
32.58333333,0.837,24.4,23.4,990.6
32.625,0.865,24.5,25.1,990.6
32.66666667,0.997,24.5,24.7,990.5
32.70833333,1.216,24.4,24,990.6
32.75,1.458,24.3,22.6,991.3
32.79166667,1.675,24.2,22.2,992.3
32.83333333,1.801,24.3,19.9,993.6
32.875,1.825,24.1,20.1,994.8
32.91666667,1.74,24.2,20.6,995.1
32.95833333,1.531,24.1,21.6,995.1
33,1.265,24.1,21.9,995.1
33.04166667,0.99,24.2,22.9,995
33.08333333,0.784,24.2,23.9,994.6
33.125,0.641,24.2,24.7,994.3
33.16666667,0.615,24.2,25.2,993.8
33.20833333,0.713,24.4,25.1,993.8
33.25,0.887,24.5,24.8,994
33.29166667,1.091,24.4,24.7,994.8
33.33333333,1.254,24.5,24.3,995.6
33.375,1.333,24.5,24.2,997.1
33.41666667,1.319,24.5,23.4,998.3
33.45833333,1.208,24.4,22.3,999.5
33.5,1.03,24.4,21.6,999.8
33.54166667,0.86,24.3,21.8,999.8
33.58333333,0.729,24.3,20.9,999.8
33.625,0.693,24.2,20.3,999.8
33.66666667,0.764,24.1,19.9,1000
33.70833333,0.944,24.1,19.2,1000.1
33.75,1.201,24,18.1,1000.8
33.79166667,1.466,24,17.6,1001.3
33.83333333,1.682,23.9,17.3,1002.6
33.875,1.798,23.9,17.8,1003.9
33.91666667,1.797,23.9,18.1,1004.4
33.95833333,1.642,23.9,18.8,1004.9
34,1.393,23.8,20.4,1004.7
34.04166667,1.092,23.8,21.4,1004.4
34.08333333,0.808,23.7,22.5,1004
34.125,0.599,23.9,23.8,1003.8
34.16666667,0.493,24,24.8,1003.5
34.20833333,0.524,24.1,25.2,1003.3
34.25,0.675,24.1,25.3,1003.3
34.29166667,0.885,24.1,25.7,1003.9
34.33333333,1.098,24,25.4,1005.3
34.375,1.25,23.9,24.5,1006.8
34.41666667,1.308,23.7,23.6,1008
34.45833333,1.266,23.6,23,1008.8
34.5,1.12,23.6,22.5,1009.2
34.54166667,0.916,23.6,22,1009.6
34.58333333,0.73,23.5,21.6,1010
34.625,0.62,23.5,21.1,1009.8
34.66666667,0.623,23.6,20.6,1009.7
34.70833333,0.745,23.5,20.3,1009.8
34.75,0.969,23.4,20.1,1010.6
34.79166667,1.258,23.4,19.6,1011.5
34.83333333,1.535,23.4,19.7,1012.2
34.875,1.736,23.3,20.9,1013.2
34.91666667,1.817,23.2,22.1,1013.9
34.95833333,1.742,23.2,23.1,1014.2
35,1.525,23.2,23.6,1014.3
35.04166667,1.218,23.3,23.3,1014.4
35.08333333,0.898,23.3,23.2,1014.4
35.125,0.614,23.3,23.3,1014.1
35.16666667,0.442,23.5,23.5,1014
35.20833333,0.396,23.9,23.7,1014
35.25,0.491,24,23.9,1014
35.29166667,0.694,24.1,23.9,1014.5
35.33333333,0.935,24,23.2,1015.2
35.375,1.157,24,22.9,1015.8
35.41666667,1.297,24,22.9,1016.5
35.45833333,1.317,24,22.5,1017.1
35.5,1.214,24,22.4,1017.2
35.54166667,1.036,24,22.5,1017.3
35.58333333,0.84,24,22.5,1017.1
35.625,0.678,24,22.4,1016.8
35.66666667,0.615,23.9,22.5,1016.3
35.70833333,0.677,24,22.5,1015.5
35.75,0.859,23.9,22.1,1015.7
35.79166667,1.126,23.9,22,1016.3
35.83333333,1.428,23.9,22.1,1017
35.875,1.695,23.7,22.1,1017.2
35.91666667,1.857,23.7,22.8,1017.5
35.95833333,1.869,23.8,23.2,1017.4
36,1.723,23.9,23.3,1017.1
36.04166667,1.454,24.1,23.5,1016.5
36.08333333,1.122,24.3,23.7,1015.9
36.125,0.801,24.5,23.8,1015.3
36.16666667,0.556,24.6,23.9,1014.7
36.20833333,0.431,24.6,23.9,1014.4
36.25,0.449,24.6,23.9,1014.4
36.29166667,0.605,24.6,23.7,1014.4
36.33333333,0.847,24.6,23.7,1014.8
36.375,1.096,24.6,23.5,1015.2
36.41666667,1.29,24.4,23.6,1015.8
36.45833333,1.369,24.3,23.5,1016.3
36.5,1.336,24.3,23.6,1016.1
36.54166667,1.188,24.3,23.6,1016
36.58333333,0.98,24.3,23.4,1015.6
36.625,0.77,24.6,23.4,1014.9
36.66666667,0.617,24.6,23,1014.5
36.70833333,0.581,24.4,23,1014.4
36.75,0.682,24.4,22.1,1014.4
36.79166667,0.904,24.3,21.9,1014.8
36.83333333,1.193,24.4,22,1015.1
36.875,1.482,24.3,22.6,1015.6
36.91666667,1.71,24.1,23,1015.8
36.95833333,1.81,24,24.1,1015.7
37,1.753,23.9,24.9,1015.6
37.04166667,1.538,24,25.2,1015.2
37.08333333,1.223,24.1,24.8,1014.9
37.125,0.887,24.2,24.4,1014.7
37.16666667,0.602,24.2,24.9,1014.1
37.20833333,0.428,24.2,23.7,1014.1
37.25,0.379,24.1,23.5,1014
37.29166667,0.488,24.1,23.3,1014
37.33333333,0.713,24.1,23.3,1014.4
37.375,0.982,23.9,23.2,1014.9
37.41666667,1.223,23.8,23.2,1015.3
37.45833333,1.383,23.8,23.1,1015.5
37.5,1.409,23.8,22.4,1015.4
37.54166667,1.321,23.9,22.4,1015.2
37.58333333,1.134,23.9,22.1,1014.7
37.625,0.906,23.9,21.8,1014.4
37.66666667,0.714,23.9,21.1,1014.3
37.70833333,0.608,24,20.7,1014
37.75,0.637,24.1,20.7,1014.1
37.79166667,0.789,24.2,20.8,1014.3
37.83333333,1.047,24.1,20.2,1014.8
37.875,1.341,24,20.6,1015.2
37.91666667,1.614,24,21.5,1015.4
37.95833333,1.783,24,21.6,1015.6
38,1.814,24,21.8,1015.5
38.04166667,1.686,24,21.2,1015.4
38.08333333,1.435,24,20.7,1015.1
38.125,1.111,24,21,1014.8
38.16666667,0.795,24,21.4,1014.4
38.20833333,0.555,24,21.5,1014.3
38.25,0.444,24,21.9,1013.8
38.29166667,0.479,24,22.3,1013.4
38.33333333,0.653,24,22,1013.7
38.375,0.904,24.1,22.7,1014
38.41666667,1.164,24,22.7,1014.2
38.45833333,1.367,24,23.1,1014.2
38.5,1.473,23.9,23.1,1014.1
38.54166667,1.453,23.9,23.2,1013.6
38.58333333,1.309,23.9,23.2,1013.3
38.625,1.082,23.9,23.2,1012.8
38.66666667,0.87,23.9,22.9,1012
38.70833333,0.7,23.8,21,1011.9
38.75,0.636,23.7,21.5,1011.7
38.79166667,0.694,23.7,21.5,1012
38.83333333,0.863,23.7,21.1,1012.4
38.875,1.124,23.8,20.6,1012.7
38.91666667,1.407,23.7,21.7,1012.7
38.95833333,1.638,23.7,22.1,1012.5
39,1.739,23.7,21.3,1013.2
39.04166667,1.688,23.7,20.4,1012.8
39.08333333,1.521,23.7,21,1011.8
39.125,1.246,23.4,21.8,1011
39.16666667,0.924,23.5,22.3,1010.3
39.20833333,0.649,23.4,22.1,1010
39.25,0.475,23.5,21.8,1009
39.29166667,0.424,23.4,21.9,1008.9
39.33333333,0.517,23.4,22.2,1009.1
39.375,0.725,23.5,22.4,1009.2
39.41666667,0.969,23.6,21.9,1009.6
39.45833333,1.209,23.7,21.6,1009.8
39.5,1.373,23.7,21.6,1009.2
39.54166667,1.428,23.7,21.1,1008.9
39.58333333,1.36,23.6,20.1,1008.5
39.625,1.18,23.6,19.9,1008
39.66666667,0.957,23.6,19.1,1007.8
39.70833333,0.751,23.6,18.9,1007.4
39.75,0.619,23.6,18.7,1007.1
39.79166667,0.59,23.7,18.3,1007.6
39.83333333,0.682,23.7,18.4,1007.8
39.875,0.884,23.7,19.7,1008.1
39.91666667,1.145,23.7,22.8,1007.9
39.95833333,1.389,23.7,22.4,1007.5
40,1.546,23.7,22.9,1007.2
40.04166667,1.6,23.8,23.2,1006.5
40.08333333,1.521,23.8,23.8,1005.9
40.125,1.301,23.8,24.6,1005.3
40.16666667,1.013,23.9,24.4,1004.9
40.20833333,0.731,23.9,24.3,1004.3
40.25,0.518,24.1,24.1,1004.2
40.29166667,0.372,24.3,23.4,1006.2
40.33333333,0.405,24,23.9,1005.3
40.375,0.562,23.9,23.2,1005.3
40.41666667,0.78,24.1,24.1,1005.7
40.45833333,1.019,23.9,22.7,1006.7
40.5,1.207,23.9,22.3,1006.8
40.54166667,1.336,23.7,22.1,1006.5
40.58333333,1.35,23.6,21.6,1005.5
40.625,1.251,24,23,1004.6
40.66666667,1.072,23.9,22.2,1003.8
40.70833333,0.859,23.9,22.3,1003.4
40.75,0.69,23.9,22.8,1003.6
40.79166667,0.604,23.9,21.3,1003.8
40.83333333,0.612,23.9,23.1,1004.1
40.875,0.729,23.9,23.7,1004.5
40.91666667,0.939,24,23.8,1004.7
40.95833333,1.169,23.9,25.6,1004.6
41,1.362,23.7,24.3,1004.2
41.04166667,1.486,23.8,24,1003.4
41.08333333,1.498,23.8,24.3,1002.7
41.125,1.383,24,24.3,1001.8
41.16666667,1.171,24.6,24.7,1001.1
41.20833333,0.923,24.3,24.5,1000.5
41.25,0.705,24.5,24.6,1000
41.29166667,0.567,24.7,24.9,999.8
41.33333333,0.527,24.1,24.7,999.6
41.375,0.608,24.2,24.5,999.6
41.41666667,0.786,24.1,24.4,1000
41.45833333,1.015,23.9,24.3,1000.2
41.5,1.233,24,23.7,999.8
41.54166667,1.4,24.1,23.6,999.5
41.58333333,1.483,23.9,23.4,999.3
41.625,1.445,23.8,23.1,999.3
41.66666667,1.323,23.6,22.7,998.8
41.70833333,1.124,23.8,26.4,999
41.75,0.933,24,25.8,999.3
41.79166667,0.774,23.9,24.4,999.8
41.83333333,0.69,24,23.8,1001.7
41.875,0.715,23.9,23.7,1002.7
41.91666667,0.841,23.3,23.6,1003.5
41.95833333,1.027,23,23.7,1004
42,1.216,22.1,23.7,1004.1
42.04166667,1.363,22.2,24.1,1004.3
42.08333333,1.436,21.5,24.5,1004.3
42.125,1.414,21.9,24,1004.7
42.16666667,1.277,21.7,23.9,1004.9
42.20833333,1.085,21.6,24.6,1005
42.25,0.875,21.9,24.3,1005.3
42.29166667,0.697,21.9,23.6,1005.8
42.33333333,0.592,22,23.2,1006.4
42.375,0.586,22,22.9,1007.5
42.41666667,0.681,22,22.4,1008.3
42.45833333,0.856,22,22.6,1008.8
42.5,1.048,22,21.5,1009.2
42.54166667,1.243,21.9,21.8,1008.7
42.58333333,1.386,22,22,1008.4
42.625,1.431,22,20.1,1008.4
42.66666667,1.376,22,20.2,1008.3
42.70833333,1.241,22,19.7,1008.4
42.75,1.056,22,18.3,1009.1
42.79166667,0.873,22,17.7,1010
42.83333333,0.741,22,18,1010.7
42.875,0.667,22,18.7,1010.8
42.91666667,0.69,22.1,19.2,1011.1
42.95833333,0.797,22.1,20.6,1011
43,0.937,22.1,20.8,1011.1
43.04166667,1.094,22.1,21.2,1010.8
43.08333333,1.216,22.2,21.4,1010.5
43.125,1.267,22.2,21.2,1010.4
43.16666667,1.239,22.2,21.4,1010
43.20833333,1.129,22.2,21.6,1009.6
43.25,0.98,22.2,21.4,1009.4
43.29166667,0.825,22.1,21,1009.5
43.33333333,0.699,22.1,21.1,1010
43.375,0.644,22.1,20.9,1010.2
43.41666667,0.675,22.1,20.2,1010.7
43.45833333,0.793,22.1,20,1011.1
43.5,0.955,22.1,19.1,1011
43.54166667,1.165,22.1,19.2,1010.9
43.58333333,1.36,22.1,19.4,1010.6
43.625,1.495,22.2,19.4,1010.2
43.66666667,1.548,22.2,18.6,1010
43.70833333,1.5,22.2,18.2,1010.2
43.75,1.382,22.2,18.9,1010.4
43.79166667,1.214,22.1,18.9,1010.7
43.83333333,1.039,22.1,18.6,1011.2
43.875,0.89,22.1,18.9,1011.6
43.91666667,0.805,22.1,18.7,1012.2
43.95833333,0.799,22.1,17,1012.9
44,0.855,22.1,17.3,1013.4
44.04166667,0.966,22.1,18.4,1013.3
44.08333333,1.087,22.1,18.9,1013.4
44.125,1.186,22.1,19.4,1013.2
44.16666667,1.232,22.1,19.2,1013.1
44.20833333,1.202,22.1,19.8,1013
44.25,1.115,22.2,20.2,1013
44.29166667,0.985,22.2,19.5,1013.4
44.33333333,0.855,22.2,19,1013.5
44.375,0.741,22.2,18.8,1014.1
44.41666667,0.692,22.2,19.2,1014.6
44.45833333,0.721,22.1,19.1,1015.2
44.5,0.831,22.1,18.9,1015.3
44.54166667,0.997,22.1,19.2,1015.3
44.58333333,1.197,22.1,19.4,1015.1
44.625,1.382,22.1,19,1014.8
44.66666667,1.519,22.1,19.1,1014.4
44.70833333,1.569,22.1,19,1014.3
44.75,1.519,22.1,18.9,1014.2
44.79166667,1.389,22.1,19,1014.7
44.83333333,1.205,22.1,19.3,1015.3
44.875,0.987,22.1,20.2,1016
44.91666667,0.804,22.1,20.9,1016.3
44.95833333,0.678,22.1,21.1,1016.4
45,0.621,22.2,21.5,1016.3
45.04166667,0.654,22.3,21.8,1015.6
45.08333333,0.757,22.3,22.5,1015.2
45.125,0.887,22.5,23,1014.8
45.16666667,1.01,22.5,23.3,1014.6
45.20833333,1.088,22.8,23.3,1014.5
45.25,1.106,23.1,23.3,1014.5
45.29166667,1.055,23.1,23.2,1014.4
45.33333333,0.964,22.7,23.2,1014.8
45.375,0.833,22.9,23.1,1015.4
45.41666667,0.713,23.1,22.9,1015.9
45.45833333,0.651,23.1,22.3,1016.4
45.5,0.667,23.3,22.1,1016.5
45.54166667,0.763,23.2,21.9,1016.5
45.58333333,0.937,22.9,21.5,1016.4
45.625,1.149,22.9,21.7,1015.9
45.66666667,1.356,23.1,22,1015.7
45.70833333,1.511,23,22.1,1015.7
45.75,1.583,22.9,21.6,1015.5
45.79166667,1.555,22.9,21.1,1015.8
45.83333333,1.428,22.9,20.7,1016.4
45.875,1.221,22.9,21.9,1016.8
45.91666667,0.982,22.9,22.3,1016.9
45.95833333,0.747,22.9,22.7,1017
46,0.57,23,23,1016.6
46.04166667,0.493,23,23.3,1016
46.08333333,0.523,23.1,23.6,1015.3
46.125,0.626,23.4,23.6,1014.7
46.16666667,0.789,23.7,23.8,1014
46.20833333,0.957,23.4,23.9,1013.5
46.25,1.081,23.3,23.9,1013.4
46.29166667,1.135,23.4,24.1,1013.6
46.33333333,1.11,23.4,23.9,1014
46.375,1.007,23.5,23.6,1014.9
46.41666667,0.85,23.5,23.4,1015.6
46.45833333,0.71,23.6,23.2,1016
46.5,0.613,23.6,23.2,1016.2
46.54166667,0.606,23.4,22.8,1016.2
46.58333333,0.705,23.4,22.4,1016.1
46.625,0.885,23.5,22,1015.8
46.66666667,1.128,23.2,21.7,1015.1
46.70833333,1.379,23.3,21.7,1014.5
46.75,1.578,23.3,21.4,1014.7
46.79166667,1.674,23.4,21.4,1014.8
46.83333333,1.655,23.3,21.5,1015.1
46.875,1.509,23.3,22.1,1015.5
46.91666667,1.272,23.3,22.5,1015.6
46.95833333,0.978,23.4,23.1,1015.5
47,0.687,23.4,23.5,1015.5
47.04166667,0.467,23.4,23.7,1015
47.08333333,0.372,23.7,23.8,1014.5
47.125,0.39,23.8,23.9,1013.9
47.16666667,0.517,23.6,24,1013.8
47.20833333,0.726,23.7,24.1,1013.3
47.25,0.943,23.7,23.9,1013
47.29166667,1.115,23.5,23.8,1012.8
47.33333333,1.198,23.4,24.1,1013.1
47.375,1.172,23.6,23.8,1013.3
47.41666667,1.046,23.9,23.5,1014.2
47.45833333,0.863,23.8,23.4,1014.6
47.5,0.681,23.7,23.1,1014.3
47.54166667,0.557,23.7,23.2,1013.9
47.58333333,0.541,23.7,23.1,1013.7
47.625,0.642,23.7,22.9,1013.1
47.66666667,0.854,23.7,22.8,1012.5
47.70833333,1.144,23.3,22.8,1011.9
47.75,1.435,23.5,22.6,1012
47.79166667,1.673,23.6,22.4,1012.2
47.83333333,1.789,23.5,22.5,1013
47.875,1.762,23.4,23.1,1013.4
47.91666667,1.593,23.5,23,1013.1
47.95833333,1.299,23.5,23.4,1012.8
48,0.943,23.5,23.7,1012.5
48.04166667,0.613,23.5,23.9,1011.8
48.08333333,0.377,23.9,24,1011.1
48.125,0.278,23.9,24.1,1010.4
48.16666667,0.327,24.1,24.3,1009.3
48.20833333,0.516,24.2,24.7,1008
48.25,0.798,24.4,24.7,1007.1
48.29166667,1.014,24.4,26.3,1011.2
48.33333333,1.199,24.2,23.5,1013.1
48.375,1.341,23.4,24.2,1009.8
48.41666667,1.267,24.4,23.6,1012.1
48.45833333,1.091,23.7,22.9,1013.4
48.5,0.836,24,22.9,1015.1
48.54166667,0.603,23.9,22.5,1015.6
48.58333333,0.467,23.3,22.3,1015.7
48.625,0.443,23.6,22.3,1015.7
48.66666667,0.571,23.4,22.4,1015.5
48.70833333,0.827,23.3,22.3,1015.9
48.75,1.181,23.5,22.1,1016.3
48.79166667,1.537,23.4,21.7,1016.7
48.83333333,1.814,23.2,21,1017.5
48.875,1.95,23.2,22,1018.1
48.91666667,1.913,22.5,22.8,1018.5
48.95833333,1.694,22.6,23.4,1019.1
49,1.334,23.1,24,1019.4
49.04166667,0.924,22.8,23.8,1019.2
49.08333333,0.551,22.9,24.2,1018.9
49.125,0.296,22.9,24.3,1018.7
49.16666667,0.195,22.8,24.2,1018.2
49.20833333,0.28,22.8,24.2,1017.8
49.25,0.52,22.8,24.1,1017.4
49.29166667,0.827,22.8,24.2,1017.4
49.33333333,1.139,23.2,24,1017.6
49.375,1.358,23,23.9,1018.1
49.41666667,1.435,23,23.7,1018.6
49.45833333,1.364,23.1,23.7,1019.1
49.5,1.152,23.2,23.7,1019.1
49.54166667,0.871,23.2,23.4,1018.9
49.58333333,0.622,23.5,23.4,1018.7
49.625,0.464,23.5,23.4,1018.3
49.66666667,0.454,23.4,23.4,1017.7
49.70833333,0.618,23.5,23.2,1017.3
49.75,0.912,23.5,23.2,1017.6
49.79166667,1.302,23.5,23.1,1017.8
49.83333333,1.678,23.3,23.1,1018.4
49.875,1.956,23.4,23.5,1018.8
49.91666667,2.07,23.4,24.1,1019
49.95833333,1.986,23.4,24,1019.1
50,1.698,23.5,24.3,1018.9
50.04166667,1.283,23.6,24.2,1018.5
50.08333333,0.834,23.7,24.5,1018
50.125,0.446,23.9,24.5,1017.7
50.16666667,0.202,24,24.4,1017.2
50.20833333,0.126,24.2,24.4,1016.9
50.25,0.259,24.4,24.9,1016.7
50.29166667,0.537,24.4,24.7,1017
50.33333333,0.878,24.3,24.5,1017.3
50.375,1.202,24,24.3,1017.9
50.41666667,1.418,23.9,24,1018.8
50.45833333,1.47,23.9,23.8,1019.3
50.5,1.34,23.9,23.7,1020
50.54166667,1.084,23.9,23.7,1020.2
50.58333333,0.773,23.7,23.6,1020.3
50.625,0.5,23.7,23.5,1019.9
50.66666667,0.349,23.7,23.5,1019.7
50.70833333,0.36,23.8,22.8,1019.6
50.75,0.541,23.8,22.9,1020.1
50.79166667,0.879,23.8,23.3,1020.5
50.83333333,1.287,23.6,23.1,1020.8
50.875,1.667,23.3,23.9,1021
50.91666667,1.932,23.5,24.1,1021.2
50.95833333,2.02,23.5,24.2,1021.6
51,1.89,23.8,24.6,1021.6
51.04166667,1.569,23.8,24.7,1021.1
51.08333333,1.142,23.9,24.8,1021
51.125,0.695,23.9,25.8,1021.3
51.16666667,0.338,24,25.8,1020.9
51.20833333,0.122,24.1,24.8,1021.3
51.25,0.099,23.9,23.3,1022
51.29166667,0.278,23.5,21.9,1022.5
51.33333333,0.596,23.1,20.6,1023.3
51.375,0.961,23.1,20,1024.1
51.41666667,1.289,23.1,20.4,1024.4
51.45833333,1.485,23.2,20.9,1024.7
51.5,1.508,23.3,22.2,1024.8
51.54166667,1.359,23.3,22.7,1024.9
51.58333333,1.084,23.2,22.2,1024.9
51.625,0.776,23.1,22.5,1024.7
51.66666667,0.515,23,22.1,1024.5
51.70833333,0.383,22.9,22.1,1024.1
51.75,0.421,22.9,21.9,1024.1
51.79166667,0.629,22.8,21.8,1024.4
51.83333333,0.964,22.8,20.9,1025.1
51.875,1.341,22.7,21.1,1025.4
51.91666667,1.681,22.8,20.5,1026.1
51.95833333,1.907,22.7,20.7,1026.5
52,1.958,22.7,21.7,1026.4
52.04166667,1.787,22.7,21.6,1026.3
52.08333333,1.448,22.7,21.7,1026.2
52.125,1.03,22.6,21.5,1025.9
52.16666667,0.622,22.7,21.9,1025.6
52.20833333,0.328,22.7,21.9,1025.2
52.25,0.194,22.7,21.6,1025.1
52.29166667,0.239,22.7,21.5,1025
52.33333333,0.465,22.6,21.5,1025.1
52.375,0.798,22.7,21.6,1025.1
52.41666667,1.15,22.6,21.8,1025.3
52.45833333,1.423,22.7,21.6,1025.4
52.5,1.563,22.6,21.6,1025
52.54166667,1.541,22.6,20.6,1024.8
52.58333333,1.35,22.6,21.2,1024.4
52.625,1.054,22.6,20,1024.1
52.66666667,0.747,22.6,21.4,1023.6
52.70833333,0.507,22.6,21.5,1023.2
52.75,0.391,22.6,21.2,1023
52.79166667,0.437,22.6,21.3,1023.1
52.83333333,0.645,22.5,21,1023.3
52.875,0.964,22.6,21.1,1023.3
52.91666667,1.316,22.6,21.6,1023.5
52.95833333,1.601,22.6,22,1023.7
53,1.75,22.7,22.1,1023.8
53.04166667,1.739,22.7,22.3,1023.6
53.08333333,1.551,22.9,22.1,1023.3
53.125,1.227,22.9,22.3,1023.2
53.16666667,0.844,23.2,22.5,1022.9
53.20833333,0.512,23.3,22.5,1022.7
53.25,0.3,23.3,22.2,1022.4
53.29166667,0.231,23.3,22,1022.4
53.33333333,0.333,23.2,22,1022.5
53.375,0.577,23.3,22,1022.7
53.41666667,0.895,23.2,22.1,1022.8
53.45833333,1.21,23.2,22.1,1022.6
53.5,1.44,23.1,22.1,1022.5
53.54166667,1.541,23.1,22.2,1022
53.58333333,1.467,23.1,22.2,1022
53.625,1.241,23,20.1,1021.7
53.66666667,0.958,22.6,20,1021.3
53.70833333,0.674,22.6,21.9,1021.1
